book_id,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
2080,3003,4868,15539,22251,26700
2081,91,290,3035,15853,32765
2082,2950,2008,3702,3434,31344
2083,1611,3257,11686,20304,29088
2084,1104,2115,6668,16537,23217
2085,2202,4330,10958,17977,14379
2086,195,1348,9753,21841,25696
2087,714,3699,16410,18155,10352
2088,575,3208,15615,20079,8413
2089,531,2607,12869,20468,13995
2090,518,2430,13679,24881,27798
2091,476,1623,9505,16286,22400
2092,669,1611,6062,12503,28025
2093,476,659,3456,8706,27437
2094,589,3246,16376,23607,20822
2095,634,1516,8024,14925,30100
2096,657,2008,8759,11646,21902
2097,580,2061,9154,17689,20149
2098,203,1670,11416,19313,12810
2099,1449,2100,6171,10054,27076
2100,1258,1413,4088,8156,17336
2101,307,424,2346,8186,33579
2102,1859,4274,11680,19411,12835
2103,318,1247,7446,17276,23649
2104,1449,3640,13319,25409,32870
2105,1699,3319,13687,25942,30596
2106,983,1743,6265,15288,40289
2107,1143,3640,12174,19342,13670
2108,2279,2888,8706,13508,20987
2109,274,2694,17272,23798,15680
2110,777,1285,6855,17149,23576
2111,944,2553,8521,15210,20800
2112,616,2227,10879,25670,28495
2113,1182,2109,9551,23346,20244
2114,496,1774,9566,21985,14150
2115,284,796,5828,16496,20345
2116,928,2643,12742,31219,25997
2117,807,2719,12589,21288,13524
2118,95,622,6180,21247,22621
2119,971,2975,12241,21113,18739
2120,583,1749,9419,17965,20937
2121,325,1459,9797,22380,17880
2122,1493,4679,13443,14140,15351
2123,603,2483,13339,19706,21422
2124,1265,3570,12630,18957,13087
2125,1074,2364,12851,22277,20720
2126,975,2936,13049,24190,29937
2127,1301,2405,9226,14141,24622
2128,594,2161,10029,19193,15965
2129,1586,3545,11336,17888,16561
2130,713,2811,12195,21018,22279
2131,543,2559,11599,19225,15437
2132,970,2063,7257,13249,14464
2133,854,2847,13311,22119,11778
2134,3402,7334,18094,19242,19064
2135,202,939,8065,21811,19306
2136,4240,12024,21969,12944,5656
2137,952,3361,12715,18533,8214
2138,585,3334,16294,22899,20552
2139,1940,1882,8573,27233,36977
2140,105,518,5433,22704,20681
2141,662,1678,7250,18797,32698
2142,916,2608,10439,17404,19731
2143,926,1529,6278,13434,23141
2144,349,1145,6297,15869,19697
2145,1259,2297,8646,15936,17101
2146,1615,2394,7814,14231,29129
2147,1014,3888,16023,20874,8235
2148,1485,4418,13848,16267,12381
2149,219,431,1953,8453,28118
2150,217,1341,12822,23041,16231
2151,2085,1897,4707,9555,20757
2152,638,2800,12529,18078,20985
2153,1248,3360,12841,23872,24206
2154,850,2097,9272,22127,22929
2155,2180,6822,17825,14139,9113
2156,1447,3878,11453,17472,15534
2157,753,2266,9783,20098,22693
2158,386,1677,9917,18120,18303
2159,379,1135,8313,16669,23604
2160,135,514,3637,16495,26488
2161,888,2083,9489,23131,28858
2162,2252,4559,13195,13142,10617
2163,2049,3488,9575,12437,12542
2164,462,1389,8564,18008,24172
2165,1024,2565,11533,17196,15358
2166,1018,1786,8004,19845,24044
2167,717,1192,4416,15635,52281
2168,719,2086,9426,15751,20963
2169,1609,5423,18717,19533,9310
2170,246,1631,10927,22352,17579
2171,1056,4142,11627,13143,9659
2172,153,970,7970,17613,16119
2173,827,3199,13535,17973,11233
2174,1869,2168,7817,17033,25817
2175,1034,1503,6338,17059,25620
2176,345,1074,6208,10530,28155
2177,800,2681,10126,17055,17000
2178,1149,1849,9049,27132,40227
2179,1953,6304,18648,22933,22693
2180,715,1862,10198,20747,15400
2181,856,1890,9126,14715,26574
2182,1380,3544,11281,15453,24803
2183,2247,3641,10316,19456,26708
2184,270,1642,12009,20463,15063
2185,1570,3165,10980,24110,32692
2186,858,1471,8871,19013,19402
2187,732,2786,10532,17972,15957
2188,298,1587,10962,21098,13533
2189,141,812,8443,23499,14724
2190,1524,3969,11995,18837,17356
2191,2564,2665,7444,9995,16125
2192,1560,5746,18019,18101,8825
2193,2082,8007,18544,11883,4144
2194,1511,1870,7629,22675,59574
2195,1518,4052,13029,19302,21737
2196,244,1590,10484,21051,18497
2197,2197,4053,11124,17004,15912
2198,337,1605,9875,19868,21227
2199,666,2115,10022,19192,19506
2200,2194,3164,9290,12534,21736
2201,2881,6122,16543,19767,20936
2202,3166,6824,15756,12851,13370
2203,167,941,8734,18634,15556
2204,1323,4552,14797,17197,7181
2205,996,1627,6468,19971,42012
2206,1509,3921,10998,12612,12489
2207,573,2100,11404,22954,13460
2208,1078,2904,11881,22630,23974
2209,448,695,4279,10908,29680
2210,720,2058,8107,18305,24056
2211,1030,3054,13488,20301,11685
2212,676,2946,13641,20684,11987
2213,421,1718,10272,17042,17760
2214,309,1696,12523,20795,14960
2215,645,2297,13304,18252,18620
2216,1833,6160,23022,30820,19707
2217,1021,2388,10205,20685,27008
2218,1165,2589,8761,19345,15946
2219,2183,5064,11996,12852,13737
2220,1104,1906,8092,15414,14288
2221,503,1971,10660,21902,12932
2222,339,692,3702,9222,23633
2223,205,903,7953,17250,16708
2224,433,2082,12571,22754,25728
2225,1532,3228,8812,15451,16061
2226,886,1432,5319,12986,22401
2227,1626,4221,11752,18533,21129
2228,953,2939,10149,17610,17590
2229,1978,5481,14145,14063,11104
2230,538,1298,9501,19253,20605
2231,1771,2677,8997,11758,14233
2232,1318,3523,12207,14618,11652
2233,411,1619,9269,15626,12728
2234,1778,3116,12154,16017,8256
2235,250,1906,14323,23443,17448
2236,1637,1131,2091,3664,37471
2237,457,1589,7834,19247,35062
2238,985,2190,10984,22723,25041
2239,412,1621,8275,15702,18106
2240,1278,4480,14213,18335,12603
2241,563,2007,7929,17793,18480
2242,301,1643,10970,19113,14783
2243,1973,6264,13559,11439,5751
2244,142,374,3059,17397,37155
2245,258,1041,8563,22069,19105
2246,509,1293,7088,18473,16250
2247,572,2098,9483,17444,15911
2248,888,1435,7031,16420,14442
2249,1217,3622,13569,17736,10430
2250,709,2386,10824,18212,14527
2251,912,2478,10467,20403,16377
2252,652,3689,15825,17256,9326
2253,1186,2008,8065,16264,16126
2254,502,2399,13714,27395,21485
2255,716,1971,8800,16428,16285
2256,683,781,2888,7127,27269
2257,761,2266,8889,16237,19910
2258,449,1530,8014,20729,23323
2259,1633,3603,10343,16318,17001
2260,394,1357,7830,12355,25586
2261,264,1519,11287,20628,16855
2262,2434,3584,8925,16441,25894
2263,1234,1342,4577,11574,19886
2264,503,3147,15891,21582,18771
2265,825,2264,9924,17479,21489
2266,680,939,4417,10773,23739
2267,857,2489,10177,19543,33243
2268,1040,2705,12324,21811,16238
2269,423,1391,5933,14567,25505
2270,937,4036,17477,21599,16366
2271,59,644,7988,21680,23286
2272,293,546,2971,12123,22983
2273,1260,2670,9453,20290,22369
2274,490,1508,7482,13828,13201
2275,568,1415,8251,21669,35779
2276,1655,3308,10492,21693,28506
2277,423,1812,10713,18062,15059
2278,1010,4854,17921,19909,14959
2279,874,2545,11191,17477,13303
2280,1916,3569,12041,15760,17453
2281,1057,2917,10538,17625,10489
2282,1222,3669,11482,17874,26487
2283,4554,6224,13124,15096,19842
2284,1784,5351,13957,13427,6026
2285,241,1114,8352,18881,19694
2286,2485,5787,14517,17330,13545
2287,548,1575,9148,22859,35692
2288,636,2054,9046,16862,13268
2289,790,2684,12956,21024,23782
2290,481,1554,7200,18429,20316
2291,751,2754,13034,19940,20125
2292,551,1210,5222,13626,19167
2293,2367,4601,14195,22269,18502
2294,1642,3379,12548,20995,19538
2295,770,1872,9381,16959,13233
2296,263,1343,10370,17973,16283
2297,881,3226,11099,16802,16927
2298,835,2139,8915,15812,13841
2299,229,760,5239,16366,25797
2300,1524,1762,6528,16384,23850
2301,707,1733,7884,18639,24266
2302,3596,7106,13480,11819,11721
2303,467,2244,12656,21538,24822
2304,1137,4298,14047,17247,10904
2305,582,1468,9050,18139,13473
2306,350,1124,8181,20850,28658
2307,1687,4181,13563,19683,8998
2308,4113,3823,8953,9901,11508
2309,653,2726,11037,17884,15573
2310,484,1197,5755,13875,21956
2311,807,2750,12745,17157,18328
2312,503,2455,12056,18521,12921
2313,257,1082,6785,19244,16889
2314,1258,2863,9000,15803,15497
2315,862,2468,11566,18121,22202
2316,1307,2928,7848,15773,15693
2317,756,2013,9319,20275,29576
2318,645,2318,10382,16665,16738
2319,618,1784,9930,19190,26986
2320,1010,2024,7643,13330,14110
2321,1100,2653,10395,16124,11930
2322,328,1478,8818,20993,15470
2323,466,2032,9076,13508,11822
2324,500,1384,10796,19795,24110
2325,237,916,5528,17064,19248
2326,848,2320,11715,17880,19273
2327,835,1908,8766,16139,15528
2328,663,2595,11285,17095,11868
2329,772,2219,10217,14455,12363
2330,884,2374,8952,19554,28836
2331,853,1617,5629,15492,36237
2332,2693,5079,15682,23180,22933
2333,1312,2558,9189,20475,30172
2334,921,2043,7529,17577,30331
2335,1288,3467,14704,21986,12656
2336,1009,2097,7686,12170,19132
2337,807,2663,9082,17098,13315
2338,1135,3130,11642,17972,16819
2339,360,1483,7692,14592,16283
2340,4183,6983,11189,8999,11012
2341,576,2303,11614,20375,25151
2342,841,2112,8750,15897,15722
2343,1023,2962,10043,15859,16544
2344,457,1875,8979,16585,12548
2345,1495,2534,9215,18420,24601
2346,547,1084,5926,18857,22527
2347,995,3683,13087,16887,15267
2348,412,1033,5188,15040,18237
2349,424,1854,8781,14847,11936
2350,484,2044,11777,21463,10121
2351,167,1101,11394,20921,16527
2352,1642,5634,16854,15840,13293
2353,132,367,3403,14685,31872
2354,413,1663,9837,15021,13684
2355,2514,5601,16073,18493,12595
2356,504,1349,6750,19216,40897
2357,445,1529,7265,15258,13648
2358,1008,3513,12988,19082,19516
2359,958,3221,12672,21056,14910
2360,587,1796,8957,23119,19251
2361,906,3358,14044,17370,12842
2362,808,1603,6623,13558,16593
2363,356,1491,7850,15553,12955
2364,1720,3787,13230,22607,24919
2365,413,1928,9964,18501,19401
2366,680,2239,10119,16766,18144
2367,412,1369,7363,17645,17014
2368,788,3123,13790,16083,9846
2369,1647,2580,9829,20463,30038
2370,558,2151,10844,14704,14929
2371,1503,3107,9034,14033,15330
2372,448,1380,7822,18688,21077
2373,577,1487,8425,18229,17949
2374,634,1540,5279,13032,21719
2375,944,2374,8842,19134,18167
2376,1055,2177,10081,14817,15225
2377,869,1805,9007,21950,25183
2378,545,2542,12874,16693,9715
2379,700,2536,9761,12977,10702
2380,526,1855,8915,17075,17624
2381,2201,5369,13265,16935,21991
2382,164,776,5853,18214,23369
2383,458,1461,9675,19459,13115
2384,163,740,7000,19488,16359
2385,1222,2895,10178,16980,17005
2386,1200,1409,5430,14422,24672
2387,1116,2204,8210,14575,21051
2388,1434,1964,7063,13582,15638
2389,357,1586,8377,15847,19735
2390,1295,2432,9114,22223,19189
2391,1286,2890,11020,13620,15394
2392,2799,5604,15129,18101,18715
2393,311,1787,11056,20682,14475
2394,2144,5695,14228,14472,17776
2395,905,2298,9272,20013,23492
2396,696,1644,7376,18194,17055
2397,286,457,4096,11411,20622
2398,249,1377,10942,19473,15296
2399,1519,3639,9953,12891,14064
2400,759,1907,8591,17054,17220
2401,659,2378,10895,18136,11201
2402,594,2354,10544,16409,20125
2403,1581,4821,15168,19530,11800
2404,1627,3021,11407,22754,21190
2405,817,1946,8062,13690,20646
2406,646,3246,13554,18120,15797
2407,176,637,5199,17307,23507
2408,1796,5239,12807,13839,10998
2409,499,1344,6227,11635,24193
2410,1915,2907,9290,18336,28555
2411,240,738,5055,14396,23010
2412,315,1269,7928,18952,18156
2413,310,974,6480,18897,20250
2414,1442,2196,7417,12745,15323
2415,1673,3711,13598,16396,17289
2416,177,1035,6489,14649,19033
2417,918,2675,10081,17542,22620
2418,762,1777,9089,20939,13825
2419,380,1753,9228,16583,12914
2420,509,2927,13955,18524,23589
2421,1447,2585,9250,13740,14008
2422,331,1462,8173,19057,16332
2423,963,2575,9218,15528,15605
2424,780,2742,10409,19156,17430
2425,1455,2819,10284,12894,9859
2426,888,2312,8897,13227,13458
2427,1473,2267,8525,11445,16712
2428,551,1448,7546,17067,27527
2429,214,1069,8920,20844,15920
2430,1046,3440,14607,19717,16361
2431,1478,4686,16180,16807,8992
2432,609,1731,7801,14058,19917
2433,1226,4901,15975,14519,8098
2434,558,1125,4828,9531,20952
2435,1832,3906,12187,15880,17982
2436,405,927,5750,14490,16313
2437,913,2706,9851,18712,29004
2438,728,1915,7494,9974,21791
2439,727,1749,6140,11511,16589
2440,2132,3911,10161,14645,12029
2441,318,533,3272,15958,24018
2442,1525,2269,8119,11485,10462
2443,1204,2220,7627,18053,29575
2444,1134,2113,8554,12116,9836
2445,1064,2257,9331,19782,21257
2446,932,2481,10843,14467,22424
2447,442,1479,7495,14929,19404
2448,167,723,5056,15763,24063
2449,1199,4308,13687,16368,6404
2450,1238,2097,7130,17726,37733
2451,301,1157,6932,17596,20996
2452,282,2577,14505,20281,14429
2453,271,1453,9587,18606,15903
2454,1164,3574,11493,15471,14869
2455,2063,5938,13932,12826,6751
2456,844,3603,14783,17841,16921
2457,439,1597,8396,15513,21927
2458,1146,2726,8448,13118,15418
2459,631,902,4422,9757,19603
2460,492,1101,5033,10098,23128
2461,1115,2265,6850,12256,17808
2462,768,3367,12197,16905,7716
2463,753,1650,7374,18485,24717
2464,2145,4626,11883,14610,9287
2465,980,2832,10042,13956,11571
2466,645,1395,6067,12798,20273
2467,548,1650,8559,13043,23741
2468,371,1361,8463,17826,19591
2469,117,1132,9814,19985,19644
2470,139,785,6963,18468,23371
2471,672,2238,10114,21932,19358
2472,1123,3690,16228,19308,18322
2473,661,1563,5711,11742,17640
2474,927,1790,5953,12041,19441
2475,904,2181,10419,18138,18976
2476,747,2018,8563,18478,17978
2477,1584,2869,10292,12408,15420
2478,431,2125,11625,15950,11409
2479,724,1428,6791,14658,15791
2480,1111,1865,6891,13810,28986
2481,541,1285,6571,15305,19821
2482,844,1252,6179,15780,22454
2483,1661,3491,11831,19796,21791
2484,794,1689,7380,12975,17997
2485,614,1445,5486,12216,21961
2486,1963,5493,12284,12871,6381
2487,1511,3067,8134,16603,17063
2488,2844,5660,14185,15946,17792
2489,154,1181,9481,20682,23163
2490,449,2192,11813,16501,14541
2491,715,3037,11673,15212,12732
2492,459,1318,6470,11593,18260
2493,117,523,4802,17644,23837
2494,2237,5457,12700,11466,6490
2495,723,2549,9936,15896,15385
2496,3098,7852,14358,12750,5273
2497,127,582,6438,19648,17259
2498,1381,3530,10799,14127,10898
2499,1438,4142,13066,15929,13425
2500,633,2116,8116,16451,12641
2501,203,1892,12008,19757,17419
2502,348,2413,14528,20138,14969
2503,872,1112,5169,13850,16103
2504,652,1471,6658,15444,18229
2505,637,1635,6134,10899,18369
2506,738,3128,14342,18248,10318
2507,1198,2005,4963,11371,29002
2508,756,2441,10601,16513,11876
2509,1360,3530,10874,15087,9604
2510,681,3444,14944,18717,11258
2511,1385,2450,10784,18245,16985
2512,561,2227,9067,11245,20169
2513,722,2405,9632,15995,16072
2514,1074,2566,10389,16829,15332
2515,350,694,4651,13743,17380
2516,938,2258,8685,16876,12068
2517,318,1680,8752,19424,15478
2518,142,781,6265,19369,21115
2519,896,2319,9965,14533,14009
2520,1325,2014,6601,13628,13201
2521,1566,3821,9822,10998,9297
2522,149,761,7672,20234,16146
2523,417,1281,8145,14522,18848
2524,1147,3471,12361,18270,10575
2525,347,1700,9745,18193,14041
2526,1306,2042,6313,9600,16387
2527,186,357,1851,8085,26538
2528,1221,2934,9894,13945,15332
2529,2400,5698,13679,13943,17925
2530,1257,4915,17948,17226,6919
2531,1025,2229,9613,12392,17351
2532,844,3552,13728,17701,19747
2533,1427,3122,11564,25269,23801
2534,1140,2859,10225,15640,11718
2535,207,632,4162,16700,22052
2536,231,1756,10978,17282,10509
2537,532,1299,4899,8255,19488
2538,377,1096,6442,18751,15918
2539,401,1245,7983,15634,12855
2540,1166,3049,11590,19020,15085
2541,508,1199,6020,8775,22409
2542,1110,2386,9118,20669,26708
2543,859,2105,7073,17293,14982
2544,774,3448,12430,16245,12106
2545,221,911,6346,16880,30230
2546,2213,5372,12502,10083,7169
2547,400,1758,11115,17683,13258
2548,767,1646,6524,11057,15810
2549,760,2838,11599,17959,21938
2550,585,2597,11971,19204,22708
2551,439,1683,9336,18384,11162
2552,280,1863,10065,15319,9197
2553,375,1987,11879,17079,13265
2554,270,1529,8216,17450,20786
2555,437,1577,7155,18225,20372
2556,1030,1791,10614,19848,26566
2557,594,1297,5445,10837,16240
2558,316,1095,7286,23370,30480
2559,1514,3886,11149,15064,10559
2560,583,1283,5630,10674,13811
2561,626,2206,10727,18149,13383
2562,1784,3105,10113,17664,19928
2563,984,1772,6447,14107,25001
2564,372,1795,9330,16805,13388
2565,1077,1656,6518,14502,19978
2566,641,1940,7866,10456,12483
2567,2426,3239,9333,17437,19821
2568,260,1602,10352,18377,15066
2569,848,2797,12057,15670,11500
2570,391,1819,9039,17713,13013
2571,500,1793,10015,17506,23997
2572,3370,3712,9265,10472,15842
2573,1793,6012,15826,13273,8787
2574,161,946,9225,20205,13683
2575,478,1286,7087,16462,15971
2576,523,1742,8534,21657,28059
2577,1279,3746,11932,18530,21641
2578,634,2319,9793,16119,13248
2579,284,797,4876,12574,19978
2580,784,2412,9314,14890,13430
2581,1039,4010,13627,15228,11340
2582,430,1612,8884,12874,21112
2583,856,3169,11716,13575,6586
2584,199,1194,7293,17621,14192
2585,491,1130,4239,8017,22658
2586,1687,2142,6727,11476,16430
2587,728,2162,10158,23691,27671
2588,997,2111,6760,11945,10723
2589,770,3159,12945,15187,9125
2590,575,1246,5163,11950,20855
2591,1410,3320,11531,17621,21792
2592,362,1265,7215,14491,15920
2593,1581,4238,13442,15417,16465
2594,714,3550,14199,14925,7637
2595,367,2028,9932,13281,11120
2596,137,747,7303,19000,14432
2597,558,1595,8558,14675,21498
2598,501,1386,5490,14904,17149
2599,257,1127,7059,16613,21097
2600,1357,3095,11048,16393,12322
2601,2695,4650,13343,12506,7372
2602,453,1184,7729,18559,12695
2603,870,3080,12676,14796,8515
2604,1122,3857,12039,13982,13430
2605,938,2960,10342,16741,23267
2606,371,1163,5360,14433,17837
2607,1102,3975,14287,14732,7835
2608,439,1616,9814,19397,25989
2609,838,2411,10496,20808,14124
2610,974,2944,11832,13783,10371
2611,232,960,6673,17623,23685
2612,685,1650,6032,12254,14888
2613,349,769,4862,17453,35227
2614,243,1303,8992,23173,28649
2615,853,2349,8406,12278,11033
2616,581,2188,9491,15252,10306
2617,503,1567,8049,19937,13789
2618,902,2333,8984,10877,10709
2619,615,2177,10244,15801,15920
2620,453,1516,7991,16674,16387
2621,474,1317,6020,14006,15720
2622,278,647,4271,12675,16926
2623,305,1163,7675,17873,29162
2624,330,1770,9695,17406,16385
2625,541,1027,4314,9506,26961
2626,1376,2738,8655,21498,30604
2627,441,1098,5050,12776,21062
2628,2558,5891,13476,14245,9550
2629,288,731,5143,19194,37516
2630,822,3047,11813,17742,8485
2631,130,537,4858,17448,22945
2632,1005,2008,5868,14511,20510
2633,1329,4347,12696,13167,8192
2634,1057,4070,12691,14867,8648
2635,1462,2887,7462,9337,11729
2636,902,1097,4683,13978,16784
2637,630,2274,9697,20283,18491
2638,739,1497,5358,10066,16548
2639,110,719,7939,20783,13279
2640,179,1088,7368,15725,15616
2641,328,1392,8949,18578,13638
2642,734,2728,12869,19278,21922
2643,702,1847,7818,14957,14539
2644,421,1549,8290,15458,14242
2645,981,2280,7627,12488,14569
2646,419,1929,9075,16412,15095
2647,655,1178,5988,14273,17336
2648,444,871,4481,10208,25105
2649,708,1526,6116,11252,13486
2650,1222,2315,9062,12918,8028
2651,470,1041,5124,13491,16816
2652,1541,3416,9135,13715,10490
2653,982,2950,10819,15059,7227
2654,269,1177,6763,14574,19465
2655,521,772,3535,8965,18536
2656,842,1559,5681,9404,20033
2657,740,2241,9882,13648,11508
2658,339,2464,13318,18963,14963
2659,2712,3461,9720,18383,25167
2660,539,1206,4620,10010,18721
2661,806,2534,10882,16474,11112
2662,721,2084,10100,16566,22382
2663,2033,5745,13308,13863,9131
2664,1649,5207,14109,13883,5295
2665,606,1761,8044,20604,28618
2666,394,1460,8003,14865,13837
2667,1492,2377,5805,9323,16219
2668,480,1434,7834,14255,15805
2669,501,1564,7308,16594,17224
2670,259,940,7069,14108,13911
2671,381,1670,10917,19654,15253
2672,1693,3821,10197,21243,45250
2673,437,1668,7494,14076,14632
2674,299,1602,9585,20227,14387
2675,884,2862,10945,16975,9910
2676,642,2292,8246,17466,14942
2677,114,857,7462,18057,21272
2678,498,1350,5961,12842,16356
2679,1049,3687,12450,13101,6758
2680,1482,2925,10378,15150,13178
2681,915,1296,4551,10606,16570
2682,386,1125,5672,15235,16985
2683,325,1331,7571,16131,11733
2684,844,2450,11346,18792,21094
2685,580,2026,8910,13031,17765
2686,1260,2079,7414,11117,10644
2687,1165,3214,9252,14779,22798
2688,558,2970,13446,19213,13291
2689,618,1375,5771,10297,20656
2690,397,994,5066,13486,13279
2691,642,2350,11214,16749,10352
2692,944,2685,9691,19581,25407
2693,654,1672,6494,14506,17182
2694,504,1098,4426,8710,15570
2695,916,3922,14176,15194,11715
2696,717,1979,7932,10010,19019
2697,1628,4187,12409,17053,19273
2698,462,1614,5967,13026,18052
2699,1237,2838,9609,18808,19455
2700,959,2131,6017,12567,13261
2701,5675,6382,11096,9727,9948
2702,291,809,5844,17076,15121
2703,176,1203,7385,14227,10312
2704,627,2658,12689,15264,7655
2705,4248,7919,15271,12419,12825
2706,1316,2177,9293,17170,19530
2707,884,1655,7380,13241,9286
2708,611,2880,13387,14748,7775
2709,1115,3015,9927,14536,13705
2710,719,3480,13699,16114,9426
2711,1964,5218,14616,17892,12320
2712,421,1364,6712,14662,24800
2713,757,1055,4518,7686,18210
2714,1687,2999,9061,17058,24397
2715,1791,4301,10858,12187,16730
2716,395,1238,5735,12617,17236
2717,1030,3379,9583,11938,7888
2718,101,726,7320,18629,20330
2719,470,996,6829,15486,21637
2720,752,1391,4587,8413,16473
2721,210,834,6658,17967,18836
2722,763,2190,8472,11376,17276
2723,913,2458,10459,18044,13594
2724,738,2184,9825,16758,13831
2725,872,2179,8483,15813,16842
2726,834,2506,10652,16916,15696
2727,1625,2189,7599,11380,11783
2728,142,712,5701,18187,14753
2729,520,1003,4472,11501,20414
2730,188,1344,9279,15970,12918
2731,1110,2172,6499,9026,18379
2732,1177,5222,15801,14313,7721
2733,1043,2144,8129,13529,17345
2734,1455,3568,11035,18176,14785
2735,561,2435,11052,14284,9922
2736,3263,9025,17055,13468,5577
2737,320,1590,9647,16019,12659
2738,686,3659,14466,17027,7602
2739,1046,2612,9283,17369,13580
2740,955,3458,11845,14517,13539
2741,496,1933,9393,15259,17968
2742,990,3331,12436,15039,6940
2743,1830,1857,6056,16529,25708
2744,1008,1636,6966,10955,12306
2745,211,1356,10272,17581,14535
2746,301,1679,10270,15431,11747
2747,1086,3147,10727,15204,10150
2748,666,1739,6995,16258,27727
2749,2021,3266,6759,8385,8730
2750,847,1639,8082,13512,21048
2751,105,626,6805,18196,14270
2752,1106,2034,7948,15912,12748
2753,944,1094,4974,10514,15218
2754,216,892,6907,16077,13402
2755,299,1350,7879,15381,14628
2756,1108,2115,8798,10964,15155
2757,1009,2003,6496,12251,14425
2758,941,1862,6018,9162,16860
2759,658,2227,8592,13698,17881
2760,687,2255,9526,16088,13262
2761,2832,5218,12155,14364,10298
2762,1565,2646,9498,18531,26268
2763,709,3123,11554,14888,12683
2764,950,1559,6794,17605,22616
2765,590,1234,4784,9071,19633
2766,1162,2634,7995,11859,10974
2767,145,358,2805,14440,31268
2768,496,2013,9620,15703,11221
2769,685,2028,9256,15941,8877
2770,192,1229,6362,12567,11744
2771,355,1490,7550,13561,9048
2772,562,1142,5877,21014,26919
2773,176,1181,9121,17415,14600
2774,578,1752,8085,15404,11604
2775,714,1622,5348,12392,15224
2776,419,1371,7547,18393,24269
2777,1016,2905,9783,14960,10972
2778,1186,3709,11189,13153,13537
2779,790,2267,8838,17309,21061
2780,223,721,5474,13990,21449
2781,403,976,5410,12917,18448
2782,774,1426,4709,10068,17714
2783,323,895,6746,15496,23696
2784,1293,1906,7652,12627,8188
2785,2892,5695,12892,13690,12376
2786,1153,3483,13085,16549,13367
2787,1806,4941,13816,14493,11632
2788,984,1232,5673,15914,17666
2789,246,1106,7377,13100,11315
2790,1309,2419,8198,12414,9099
2791,270,1065,6957,16796,12471
2792,85,469,4687,17295,17943
2793,2230,5980,13827,11828,5722
2794,444,1001,5530,11563,13972
2795,553,1382,5524,15336,37225
2796,295,767,5091,15125,14653
2797,2959,2615,6651,9310,12910
2798,425,1092,5360,14800,20226
2799,680,1918,7943,16551,15748
2800,674,3508,14114,15618,11851
2801,3493,3945,8704,14811,24402
2802,1282,1973,7618,15689,23283
2803,1403,2758,9980,19654,23620
2804,481,955,4513,12644,14547
2805,1218,2300,9907,15715,13069
2806,699,2615,9441,12328,7312
2807,253,1014,7909,19521,24272
2808,238,1304,6804,12712,14785
2809,1715,5110,13735,15418,9360
2810,1050,2211,6360,12018,15598
2811,274,1508,8788,15679,16873
2812,685,2393,10345,13728,15541
2813,1561,3095,9358,16925,12929
2814,528,1924,8159,19339,26752
2815,1436,5072,13273,10948,6121
2816,2482,3220,6975,11651,24406
2817,676,2612,9170,12496,12201
2818,1732,1625,4992,11824,17460
2819,1858,3290,8313,13855,14583
2820,737,2819,10815,12979,7601
2821,872,2177,11467,20526,25784
2822,843,2479,10458,14921,10420
2823,250,1003,10593,16261,13622
2824,1041,3900,13233,16803,10375
2825,488,1239,5126,13350,18828
2826,815,2203,10197,24238,26566
2827,238,1124,7056,12746,10043
2828,440,1356,6346,15971,17088
2829,939,3055,10623,15355,8253
2830,197,424,3629,12053,17348
2831,502,1069,3883,10772,18384
2832,826,1866,6187,14323,13771
2833,248,1802,9358,16853,12134
2834,845,1281,5342,12858,17369
2835,127,462,4008,12628,15961
2836,718,1937,7428,15236,15564
2837,1426,2577,8985,12646,9581
2838,1588,3744,10770,15186,14626
2839,778,2585,9308,12850,8461
2840,214,743,4520,17394,27113
2841,861,1817,8333,15749,11832
2842,236,768,6103,16164,14801
2843,732,1596,6073,11366,12812
2844,303,540,3066,9238,18805
2845,642,1552,6573,14031,19198
2846,1604,4753,14259,13967,7587
2847,1626,2707,7257,14067,14957
2848,908,1977,6958,13336,11000
2849,285,1353,8842,17024,11550
2850,461,2157,11204,22337,20344
2851,1089,2071,6685,8499,15978
2852,441,1298,5660,14240,19554
2853,320,1925,10749,19058,14242
2854,354,1195,7236,15396,15524
2855,2080,4220,11094,13126,13221
2856,467,1251,6556,15560,13747
2857,882,2150,9526,16802,17567
2858,317,1708,9506,17704,19253
2859,283,1264,7984,14650,12436
2860,442,1642,6364,12481,18265
2861,254,1568,8523,15503,16634
2862,445,1477,8708,13232,12396
2863,845,1439,7180,14473,12428
2864,771,1492,5512,10413,21234
2865,1192,1741,5141,9414,20942
2866,809,2979,10583,15127,8939
2867,992,2088,6294,11688,15976
2868,1812,3581,10445,16505,20278
2869,330,1099,4670,12177,15241
2870,1839,6448,15690,12010,10304
2871,405,1064,4971,14512,16110
2872,398,816,4805,15590,15580
2873,446,1640,7814,13231,11866
2874,306,1461,8475,13421,14947
2875,587,1726,6508,13571,16123
2876,854,2828,12095,16301,10892
2877,300,648,3918,8660,24994
2878,466,1557,9199,16391,12457
2879,569,1637,7816,12366,21347
2880,343,1024,4407,9425,18175
2881,118,846,7222,17340,19565
2882,306,1460,8200,15969,19894
2883,977,3826,12403,13074,7503
2884,399,1180,5785,16493,25608
2885,987,3336,10995,13816,14161
2886,1617,2495,7040,11963,16802
2887,215,777,6181,16815,24473
2888,729,2363,9360,16607,9608
2889,130,425,2185,8517,21119
