book_id,isbn13,original_publication_year,original_title,title,image_url,small_image_url
740,9781416563690,1998,Mort,"The Little House Collection (Little House, #1-9)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
741,9780345350690,2012,"The Iron King (The Iron Fey, #1) ",The Girls' Guide to Hunting and Fishing,https://images.gr-assets.com/books/1309210476m/33926.jpg,https://images.gr-assets.com/books/1309210476s/33926.jpg
742,9781563892270,2002,Lonesome Dove,"Wool Omnibus (Silo, #1)",https://images.gr-assets.com/books/1349614200m/13453029.jpg,https://images.gr-assets.com/books/1349614200s/13453029.jpg
743,9780345465080,1997,Stiff: The Curious Lives of Human Cadavers,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",https://images.gr-assets.com/books/1331419009m/28881.jpg,https://images.gr-assets.com/books/1331419009s/28881.jpg
744,9780380731860,2012,Bloodlines,The Power of Now: A Guide to Spiritual Enlightenment,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
745,9780553328260,2006,Ender's Shadow,Let's Pretend This Never Happened: A Mostly True Memoir,https://images.gr-assets.com/books/1489415716m/12868761.jpg,https://images.gr-assets.com/books/1489415716s/12868761.jpg
746,9780198320270,1995,Twenties Girl,"The Lies of Locke Lamora (Gentleman Bastard, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
747,9780307408850,2009,Schindler's Ark,"Sabriel (Abhorsen,  #1)",https://images.gr-assets.com/books/1293655399m/518848.jpg,https://images.gr-assets.com/books/1293655399s/518848.jpg
748,9780140449140,2013,The Bluest Eye,"Dead and Gone (Sookie Stackhouse, #9)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
749,9780743477570,2011,The White Queen,The Storyteller,https://images.gr-assets.com/books/1356328634m/15753740.jpg,https://images.gr-assets.com/books/1356328634s/15753740.jpg
750,9780312642980,1982,The Autobiography of Malcolm X,"Obsidian (Lux, #1)",https://images.gr-assets.com/books/1328275091m/12578077.jpg,https://images.gr-assets.com/books/1328275091s/12578077.jpg
751,9780066211310,2013,Preludes & Nocturnes,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",https://images.gr-assets.com/books/1333577589m/8694.jpg,https://images.gr-assets.com/books/1333577589s/8694.jpg
752,9780714836260,2004,Seabiscuit,"Crown of Midnight (Throne of Glass, #2)",https://images.gr-assets.com/books/1391580481m/17167166.jpg,https://images.gr-assets.com/books/1391580481s/17167166.jpg
753,9780767905180,2008,Shutter Island,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
754,9780451527880,1987,The Complete Sherlock Holmes,Half Broke Horses,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
755,9781400030650,2010,The Tragedy of Julius Caesar,"Mort (Death, #1; Discworld, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
756,9780836220890,1985,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin","The Iron King (The Iron Fey, #1)",https://images.gr-assets.com/books/1327877670m/6644117.jpg,https://images.gr-assets.com/books/1327877670s/6644117.jpg
757,9780543898080,2003,Î Î¿Î»Î¹Ï„ÎµÎ¯Î±,Lonesome Dove,https://images.gr-assets.com/books/1378573063m/256008.jpg,https://images.gr-assets.com/books/1378573063s/256008.jpg
758,9781401303270,2011,The Taming of the Shrew,Stiff: The Curious Lives of Human Cadavers,https://images.gr-assets.com/books/1347656489m/32145.jpg,https://images.gr-assets.com/books/1347656489s/32145.jpg
759,9780425144370,1998,Cress,"Bloodlines (Bloodlines, #1)",https://images.gr-assets.com/books/1297199431m/8709527.jpg,https://images.gr-assets.com/books/1297199431s/8709527.jpg
760,9780060513090,2009,Just Kids,"Ender's Shadow (Ender's Shadow, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
761,9780061992700,1982,Jemima J,Twenties Girl,https://images.gr-assets.com/books/1320544759m/6063187.jpg,https://images.gr-assets.com/books/1320544759s/6063187.jpg
762,9782020336470,1970,Notre-Dame de Paris,Schindler's List,https://images.gr-assets.com/books/1348163457m/375013.jpg,https://images.gr-assets.com/books/1348163457s/375013.jpg
763,9781878424500,2009,A Fine Balance,The Bluest Eye,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
764,9780743296430,1965,Calvin and Hobbes,"The White Queen (The Plantagenet and Tudor Novels, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
765,9780394709310,1989,Specials,The Autobiography of Malcolm X,https://images.gr-assets.com/books/1434682864m/92057.jpg,https://images.gr-assets.com/books/1434682864s/92057.jpg
766,9780744583270,1999,The Awakening,Preludes & Nocturnes (The Sandman #1),https://images.gr-assets.com/books/1411609637m/23754.jpg,https://images.gr-assets.com/books/1411609637s/23754.jpg
767,9781476727650,2003,Hunted,Seabiscuit: An American Legend,https://images.gr-assets.com/books/1171644213m/110737.jpg,https://images.gr-assets.com/books/1171644213s/110737.jpg
768,9780140285670,1894,For One More Day,Shutter Island,https://images.gr-assets.com/books/1329269081m/21686.jpg,https://images.gr-assets.com/books/1329269081s/21686.jpg
769,9781434768510,1599,Clear and Present Danger,The Complete Sherlock Holmes,https://images.gr-assets.com/books/1465539139m/188572.jpg,https://images.gr-assets.com/books/1465539139s/188572.jpg
770,9780007173690,2011,Falling Up,Julius Caesar,https://images.gr-assets.com/books/1354574927m/13006.jpg,https://images.gr-assets.com/books/1354574927s/13006.jpg
771,9780425188800,-380,Sh*t My Dad Says,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",https://images.gr-assets.com/books/1327864303m/9938498.jpg,https://images.gr-assets.com/books/1327864303s/9938498.jpg
772,9780553213870,1593,Trainspotting,The Republic,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
773,9780525951280,2014,Foundation and Empire,The Taming of the Shrew,https://images.gr-assets.com/books/1327935253m/47021.jpg,https://images.gr-assets.com/books/1327935253s/47021.jpg
774,9780446563090,2010,"The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book","Cress (The Lunar Chronicles, #3)",https://images.gr-assets.com/books/1470057005m/13206828.jpg,https://images.gr-assets.com/books/1470057005s/13206828.jpg
775,9781591826030,1997,House Rules,Just Kids,https://images.gr-assets.com/books/1259762407m/341879.jpg,https://images.gr-assets.com/books/1259762407s/341879.jpg
776,9780743482840,2001,BrÃ¼der Grimm: Kinder- und HausmÃ¤rchen,The Art Book,https://images.gr-assets.com/books/1411210646m/567616.jpg,https://images.gr-assets.com/books/1411210646s/567616.jpg
777,9781905654950,1831,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,Jemima J,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
778,9780340829780,1996,Doctor Sleep,The Hunchback of Notre-Dame,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
779,9780385351390,1987,About a Boy,A Fine Balance,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
780,9780439813780,2006,On Dublin Street,Calvin and Hobbes,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
781,9780060776090,1899,Crazy Love: Overwhelmed by a Relentless God,"Specials (Uglies, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
782,9781591169150,2009,"One Fish, Two Fish, Red Fish, Blue Fish",The Awakening,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
783,9780778316560,2006,Watchers,"Hunted (House of Night, #5)",https://images.gr-assets.com/books/1438042897m/4134071.jpg,https://images.gr-assets.com/books/1438042897s/4134071.jpg
784,9781250049380,1989,The Story of My Life,For One More Day,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
785,9781905654580,1996,This Is Where I Leave You,"Clear and Present Danger (Jack Ryan Universe, #6)",https://images.gr-assets.com/books/1291440438m/32669.jpg,https://images.gr-assets.com/books/1291440438s/32669.jpg
786,9780375706680,2010,Abraham Lincoln: Vampire Hunter,Falling Up,https://images.gr-assets.com/books/1327871908m/30120.jpg,https://images.gr-assets.com/books/1327871908s/30120.jpg
787,9780007230200,1993,ãƒ•ãƒ«ãƒ¼ãƒ„ãƒã‚¹ã‚±ãƒƒãƒˆ 1,Sh*t My Dad Says,https://images.gr-assets.com/books/1370399211m/7821447.jpg,https://images.gr-assets.com/books/1370399211s/7821447.jpg
788,9780064410340,1952,The Tempest,Trainspotting,https://images.gr-assets.com/books/1375258001m/23955.jpg,https://images.gr-assets.com/books/1375258001s/23955.jpg
789,9782226131900,1997,Burned: A House of Night Novel,Foundation and Empire (Foundation #2),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
790,9780691096120,2010,Wizard and Glass,The Four Agreements: A Practical Guide to Personal Freedom,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
791,9780571225380,1812,The Circle,House Rules,https://images.gr-assets.com/books/1290479868m/6614960.jpg,https://images.gr-assets.com/books/1290479868s/6614960.jpg
792,9780446547660,1967,The Invention of Hugo Cabret,The Complete Grimm's Fairy Tales,https://images.gr-assets.com/books/1369540060m/22917.jpg,https://images.gr-assets.com/books/1369540060s/22917.jpg
793,9780224094150,2013,Brave New World/Brave New World Revisited,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,https://images.gr-assets.com/books/1327784751m/3980.jpg,https://images.gr-assets.com/books/1327784751s/3980.jpg
794,9780312938990,1998,æ¡œè˜­é«˜æ ¡ãƒ›ã‚¹ãƒˆéƒ¨ 1,"Doctor Sleep (The Shining, #2)",https://images.gr-assets.com/books/1362415596m/16130549.jpg,https://images.gr-assets.com/books/1362415596s/16130549.jpg
795,9781580495940,2012,The Good Girl,About a Boy,https://images.gr-assets.com/books/1382004144m/4271.jpg,https://images.gr-assets.com/books/1382004144s/4271.jpg
796,9781400067110,2008,"Fallen Too Far (Too Far, #1)","On Dublin Street (On Dublin Street, #1)",https://images.gr-assets.com/books/1490401910m/15760001.jpg,https://images.gr-assets.com/books/1490401910s/15760001.jpg
797,9780143039100,1960,Landline,Crazy Love: Overwhelmed by a Relentless God,https://images.gr-assets.com/books/1328763220m/3206011.jpg,https://images.gr-assets.com/books/1328763220s/3206011.jpg
798,9780375714570,1987,Tempted,"One Fish, Two Fish, Red Fish, Blue Fish",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
799,9781420925430,1902,No Country for Old Men,Watchers,https://images.gr-assets.com/books/1308458930m/32423.jpg,https://images.gr-assets.com/books/1308458930s/32423.jpg
800,9780316084240,2009,Wolf Hall,The Story of My Life,https://images.gr-assets.com/books/1320429331m/821611.jpg,https://images.gr-assets.com/books/1320429331s/821611.jpg
801,9780670010880,2010,Howl's Moving Castle,This is Where I Leave You,https://images.gr-assets.com/books/1467397162m/6224935.jpg,https://images.gr-assets.com/books/1467397162s/6224935.jpg
802,9780399151580,1999,Dreamcatcher,Abraham Lincoln: Vampire Hunter,https://images.gr-assets.com/books/1291165397m/7108001.jpg,https://images.gr-assets.com/books/1291165397s/7108001.jpg
803,9780385339670,1623,Walden; or Life in the Woods,"Fruits Basket, Vol. 1",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
804,9781569319000,2010,The Remains of the Day,The Tempest,https://images.gr-assets.com/books/1327793692m/12985.jpg,https://images.gr-assets.com/books/1327793692s/12985.jpg
805,9780812993300,1997,The Best of Me,"Burned (House of Night, #7)",https://images.gr-assets.com/books/1327944437m/6917952.jpg,https://images.gr-assets.com/books/1327944437s/6917952.jpg
806,9780307931890,2013,The Sense of an Ending,"Wizard and Glass (The Dark Tower, #4)",https://images.gr-assets.com/books/1327946510m/5096.jpg,https://images.gr-assets.com/books/1327946510s/5096.jpg
807,9780312861870,2007,A is for Alibi,The Circle,https://images.gr-assets.com/books/1376419833m/18302455.jpg,https://images.gr-assets.com/books/1376419833s/18302455.jpg
808,9780440178000,1932,ÎŸá¼°Î´Î¯Ï€Î¿Ï…Ï‚ Î¤ÏÏÎ±Î½Î½Î¿Ï‚,The Invention of Hugo Cabret,https://images.gr-assets.com/books/1422312376m/9673436.jpg,https://images.gr-assets.com/books/1422312376s/9673436.jpg
809,9780451219370,2003,Shanghai Girls,Brave New World / Brave New World Revisited,https://images.gr-assets.com/books/1331315450m/5479.jpg,https://images.gr-assets.com/books/1331315450s/5479.jpg
810,9781619634440,2014,The Wind in the Willows,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
811,9780345803570,2012,To All the Boys I've Loved Before,The Good Girl,https://images.gr-assets.com/books/1388340126m/18812405.jpg,https://images.gr-assets.com/books/1388340126s/18812405.jpg
812,9780689835680,2014,Persepolis,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",https://images.gr-assets.com/books/1349565157m/16070903.jpg,https://images.gr-assets.com/books/1349565157s/16070903.jpg
813,9780545132050,2008,A Room with a View,Landline,https://images.gr-assets.com/books/1499378092m/18081809.jpg,https://images.gr-assets.com/books/1499378092s/18081809.jpg
814,9780151010260,2005,The DUFF: Designated Ugly Fat Friend,"Tempted (House of Night, #6)",https://images.gr-assets.com/books/1408633041m/6262365.jpg,https://images.gr-assets.com/books/1408633041s/6262365.jpg
815,9780140286270,2009,Lock and Key,No Country for Old Men,https://images.gr-assets.com/books/1443231179m/12497.jpg,https://images.gr-assets.com/books/1443231179s/12497.jpg
816,9780345457370,1986,Naked in Death,"Wolf Hall (Thomas Cromwell, #1)",https://images.gr-assets.com/books/1336576165m/6101138.jpg,https://images.gr-assets.com/books/1336576165s/6101138.jpg
817,9780060288140,2001,The Chamber,"Howl's Moving Castle (Howl's Moving Castle, #1)",https://images.gr-assets.com/books/1407450489m/6294.jpg,https://images.gr-assets.com/books/1407450489s/6294.jpg
818,9780374214910,1854,Midnight Sun (Partial Draft),Dreamcatcher,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
819,9780743496320,1989,NARUTO -ãƒŠãƒ«ãƒˆ- å·»ãƒŽä¸€ ,Walden,https://images.gr-assets.com/books/1465675526m/16902.jpg,https://images.gr-assets.com/books/1465675526s/16902.jpg
820,9780590452040,2010,The Unlikely Pilgrimage of Harold Fry,The Remains of the Day,https://images.gr-assets.com/books/1327128714m/28921.jpg,https://images.gr-assets.com/books/1327128714s/28921.jpg
821,9780099285440,2011,Every Day,The Best of Me,https://images.gr-assets.com/books/1301685366m/10766509.jpg,https://images.gr-assets.com/books/1301685366s/10766509.jpg
822,9780743482780,1982,Xenocide,The Sense of an Ending,https://images.gr-assets.com/books/1311704453m/10746542.jpg,https://images.gr-assets.com/books/1311704453s/10746542.jpg
823,9780385732570,-430,The Merchant of Venice,"A is for Alibi (Kinsey Millhone, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
824,9780142401200,2009,ShÅgun,"Oedipus Rex  (The Theban Plays, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
825,9780345539790,1908,"Lover Awakened (Black Dagger Brotherhood, #3)",Shanghai Girls (Shanghai Girls #1),https://images.gr-assets.com/books/1327968416m/5960325.jpg,https://images.gr-assets.com/books/1327968416s/5960325.jpg
826,9780316033670,2014,A Court of Thorns and Roses,The Wind in the Willows,https://images.gr-assets.com/books/1423183570m/5659.jpg,https://images.gr-assets.com/books/1423183570s/5659.jpg
827,9780812474950,2000,Chicka Chicka Boom Boom,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",https://images.gr-assets.com/books/1372086100m/15749186.jpg,https://images.gr-assets.com/books/1372086100s/15749186.jpg
828,9781476712990,1908,Smile,"Persepolis: The Story of a Childhood (Persepolis, #1)",https://images.gr-assets.com/books/1425871473m/9516.jpg,https://images.gr-assets.com/books/1425871473s/9516.jpg
829,9780763600140,2010, Animal Farm & 1984,A Room with a View,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
830,9780440221660,2008,The Deep End of the Ocean,The DUFF: Designated Ugly Fat Friend,https://images.gr-assets.com/books/1271108843m/6931356.jpg,https://images.gr-assets.com/books/1271108843s/6931356.jpg
831,9780450042680,1995,The Bonesetter's Daughter,Lock and Key,https://images.gr-assets.com/books/1479691949m/1295102.jpg,https://images.gr-assets.com/books/1479691949s/1295102.jpg
832,9781400064560,1994,"Angus, Thongs and Full-Frontal Snogging","Naked in Death (In Death, #1)",https://images.gr-assets.com/books/1297783540m/268602.jpg,https://images.gr-assets.com/books/1297783540s/268602.jpg
833,9780393328620,2008,Mr. Penumbra's 24-Hour Bookstore,The Chamber,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
834,9780142402500,1999,Flowers in the Attic,"Midnight Sun (Twilight, #1.5)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
835,9781933372600,2012,When Breath Becomes Air,"Naruto, Vol. 01: The Tests of the Ninja (Naruto, #1)",https://images.gr-assets.com/books/1435524806m/204042.jpg,https://images.gr-assets.com/books/1435524806s/204042.jpg
836,9780743270760,2012,Maniac Magee,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",https://images.gr-assets.com/books/1335816092m/13227454.jpg,https://images.gr-assets.com/books/1335816092s/13227454.jpg
837,9780441018640,1991,Invisible Monsters,"Every Day (Every Day, #1)",https://images.gr-assets.com/books/1356993940m/13262783.jpg,https://images.gr-assets.com/books/1356993940s/13262783.jpg
838,9780679720220,1596,"Twelfth Night; or, What You Will","Xenocide (Ender's Saga, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
839,9780439206490,1975,Gathering Blue,The Merchant of Venice,https://images.gr-assets.com/books/1327871054m/24128.jpg,https://images.gr-assets.com/books/1327871054s/24128.jpg
840,9781451621370,2006,The Westing Game,"ShÅgun (Asian Saga, #1)",https://images.gr-assets.com/books/1397228842m/402093.jpg,https://images.gr-assets.com/books/1397228842s/402093.jpg
841,9780061214650,2015,Red Rising,"Lover Awakened (Black Dagger Brotherhood, #3)",https://images.gr-assets.com/books/1388773547m/42900.jpg,https://images.gr-assets.com/books/1388773547s/42900.jpg
842,9780395150240,2012,The Way of Shadows,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",https://images.gr-assets.com/books/1491595796m/16096824.jpg,https://images.gr-assets.com/books/1491595796s/16096824.jpg
843,9780525457590,1989,The Bean Trees,"Fifty Shades Trilogy (Fifty Shades, #1-3)",https://images.gr-assets.com/books/1431573483m/13584236.jpg,https://images.gr-assets.com/books/1431573483s/13584236.jpg
844,9780571212930,2009,Walking Disaster,Chicka Chicka Boom Boom,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
845,9781884365300,1950,Words of Radiance,Smile,https://images.gr-assets.com/books/1438206850m/6393631.jpg,https://images.gr-assets.com/books/1438206850s/6393631.jpg
846,9780061662690,1996,Guess How Much I Love You,Animal Farm / 1984,https://images.gr-assets.com/books/1327959366m/5472.jpg,https://images.gr-assets.com/books/1327959366s/5472.jpg
847,9780684853950,2001,The Fiery Cross,"The Deep End of the Ocean (Cappadora Family, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
848,9780060748160,1999,Night Shift,The Bonesetter's Daughter,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
849,9781860498800,2012,Jaws,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
850,9781594747360,1979,The History of Love,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",https://images.gr-assets.com/books/1345089845m/13538873.jpg,https://images.gr-assets.com/books/1345089845s/13538873.jpg
851,9780375727340,2016,Pippi LÃ¥ngstrump,"Flowers in the Attic (Dollanganger, #1)",https://images.gr-assets.com/books/1327880853m/43448.jpg,https://images.gr-assets.com/books/1327880853s/43448.jpg
852,9780356500160,1990,L'Ã©lÃ©gance du hÃ©risson,When Breath Becomes Air,https://images.gr-assets.com/books/1492677644m/25899336.jpg,https://images.gr-assets.com/books/1492677644s/25899336.jpg
853,9780679732260,1999,Team of Rivals: The Political Genius of Abraham Lincoln,Maniac Magee,https://images.gr-assets.com/books/1395884800m/139463.jpg,https://images.gr-assets.com/books/1395884800s/139463.jpg
854,9780747532030,1601,Dead in the Family,Invisible Monsters,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
855,9780451218050,2000,La peste,Twelfth Night,https://images.gr-assets.com/books/1416628008m/1625.jpg,https://images.gr-assets.com/books/1416628008s/1625.jpg
856,9780553803730,1978,The Reptile Room,"Gathering Blue (The Giver, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
857,9780451458120,2014,Brain on Fire,The Westing Game,https://images.gr-assets.com/books/1356850909m/902.jpg,https://images.gr-assets.com/books/1356850909s/902.jpg
858,9780316204360,2008,Wicked Lovely ,"Red Rising (Red Rising, #1)",https://images.gr-assets.com/books/1461354651m/15839976.jpg,https://images.gr-assets.com/books/1461354651s/15839976.jpg
859,9781591169210,1988,Curious George,"The Way of Shadows (Night Angel, #1)",https://images.gr-assets.com/books/1327881551m/3227063.jpg,https://images.gr-assets.com/books/1327881551s/3227063.jpg
860,9780061020640,2013,Die unendliche Geschichte,"The Bean Trees (Greer Family, #1)",https://images.gr-assets.com/books/1443483961m/30868.jpg,https://images.gr-assets.com/books/1443483961s/30868.jpg
861,9781400078430,2014,A Beautiful Mind,"Walking Disaster (Beautiful, #2)",https://images.gr-assets.com/books/1352338368m/15745950.jpg,https://images.gr-assets.com/books/1352338368s/15745950.jpg
862,9780061124300,1988,The Jungle,"Words of Radiance (The Stormlight Archive, #2)",https://images.gr-assets.com/books/1391535251m/17332218.jpg,https://images.gr-assets.com/books/1391535251s/17332218.jpg
863,9781857231590,2001,The Summoning,Guess How Much I Love You,https://images.gr-assets.com/books/1320457007m/301736.jpg,https://images.gr-assets.com/books/1320457007s/301736.jpg
864,9780345419620,1978,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,"The Fiery Cross (Outlander, #5)",https://images.gr-assets.com/books/1407366842m/10967.jpg,https://images.gr-assets.com/books/1407366842s/10967.jpg
865,9781593081430,1974,Storm Island,Night Shift,https://images.gr-assets.com/books/1342215309m/10628.jpg,https://images.gr-assets.com/books/1342215309s/10628.jpg
866,9780199291150,2005,The Blind Assassin,Jaws,https://images.gr-assets.com/books/1327958767m/126232.jpg,https://images.gr-assets.com/books/1327958767s/126232.jpg
867,9780142001430,1945,Hollow City,The History of Love,https://images.gr-assets.com/books/1327911009m/3867.jpg,https://images.gr-assets.com/books/1327911009s/3867.jpg
868,9780446612740,2006,House of Sand and Fog,Pippi Longstocking,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
869,9780452281260,2005,The Girl with All the Gifts,The Elegance of the Hedgehog,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
