book_id,author
1895,Chris Bachalo
1895,Clive Barker
1895,Malcolm Jones III
1895,Michael Zulli
1895,Mike Dringenberg
1895,Neil Gaiman
1895,Steve Parkhouse
1895,Todd Klein
1896,Eleanor H. Porter
1897,Dave Pelzer
1898,Hugh Howey
1899,Jodi Picoult
1900,Stephen King
1901,Karen Marie Moning
1902,John Grisham
1903,Lois Lowry
1904,Dave Stewart
1904,J.H. Williams III
1904,Neil Gaiman
1904,Todd Klein
1905,Anthony  Ryan
1906,Simone Elkeles
1907,Howard Pyle
1908,Bret Easton Ellis
1909,Lawrence Hill
1910,A.S. Byatt
1910,Anonymous
1910,Richard Francis Burton
1911,Tana French
1912,Lily King
1913,Marian Keyes
1914,Isaac Asimov
1915,Haruki Murakami
1916,Beverly Cleary
1916,Louis Darling
1916,Tracy Dockray
1917,Carrie Ryan
1918,Terry Brooks
1919,David Levithan
1919,Rachel Cohn
1920,Eleanor Catton
1921,Felicia Bond
1921,Laura Joffe Numeroff
1922,Dean Koontz
1923,David Sedaris
1924,Terry Pratchett
1925,Frank E. Peretti
1926,Chip Heath
1926,Dan Heath
1927,Piers Paul Read
1928,Zadie Smith
1929,Joyce Meyer
1930,Nora Roberts
1931,David Eddings
1932,J.R. Ward
1933,أثير عبدالله النشمي
1934,Richard Castle
1935,Amazon
1936,John Irving
1937,C.S. Lewis
1938,Quentin Blake
1938,Roald Dahl
1939,Felicia Bond
1939,Laura Joffe Numeroff
1940,Iain Banks
1941,Marisha Pessl
1942,Rob Lowe
1943,Kevin Kwan
1944,Libba Bray
1945,Karen Marie Moning
1946,Karen Marie Moning
1947,Robert Dugoni
1948,Ransom Riggs
1949,E.M. Forster
1950,John Byrne
1950,Mike Mignola
1951,Michelle Hodkin
1952,Rick Riordan
1953,Alexandre Dumas
1953,Francine du Plessix Gray
1953,Joachim Neugroschel
1954,Laura   Miller
1954,Shirley Jackson
1955,Hunter S. Thompson
1956,Garth Williams
1956,Laura Ingalls Wilder
1957,Dodie Smith
1958,Kristin Cast
1958,P.C. Cast
1959,Janet Evanovich
1960,Charles Bukowski
1961,John Jakes
1962,Patricia Briggs
1963,Robert Ludlum
1964,Robin Hobb
1965,Marie Lu
1966,Nora Roberts
1967,Diskin Clay
1967,Marcus Aurelius
1967,Martin Hammond
1968,Dave Barry
1968,Greg Call
1968,Ridley Pearson
1969,Jared Diamond
1970,A.S. Byatt
1971,Melissa de la Cruz
1972,Tom Clancy
1973,Sigmund Freud
1974,Peter Straub
1975,Brett Helquist
1975,Lemony Snicket
1976,Bill Bryson
1977,Brett Helquist
1977,Lemony Snicket
1978,Mary Karr
1979,Charlaine Harris
1980,Ray Bradbury
1981,Raine Miller
1982,Jeff VanderMeer
1983,Abbi Glines
1984,Clement Hurd
1984,Margaret Wise Brown
1985,Leonard Mlodinow
1985,Stephen Hawking
1986,John Grisham
1987,Richard Bachman
1987,Stephen King
1988,Reza Aslan
1989,Terry Goodkind
1990,Jan-Philipp Sendker
1990,Kevin Wiliarty
1991,Iain M. Banks
1992,David J. Schwartz
1993,Anne Rice
1994,Abbi Glines
1995,George R.R. Martin
1996,Carlo Collodi
1996,John Boyne
1996,Monteiro Lobato
1996,Unknown
1997,Robin LaFevers
1998,Stormie Omartian
1999,Henry Miller
2000,Wally Lamb
2001,Brian Sibley
2002,Aylmer Maude
2002,Leo Tolstoy
2003,Paula McLain
2004,John Steinbeck
2005,Alice Hoffman
2006,Scott Lynch
2007,Cornelia Funke
2008,Susan Ee
2009,Dean Koontz
2010,John Howard Griffin
2011,Chuck Palahniuk
2012,James Patterson
2013,Ian McEwan
2014,Jonathan Kellerman
2015,Robert James Waller
2016,Lee Child
2017,Michael Scott
2018,Hilary Mantel
2019,Rick Riordan
2020,Mark Bittman
2021,Stephenie Meyer
2022,Wassily Kandinsky
2023,Winston Groom
2024,Albert Camus
2024,Justin O'Brien
2025,Tom Robbins
2026,Carolyn G. Heilbrun
2026,Wilkie Collins
2027,Italo Calvino
2027,William Weaver
2028,Douglas Smith
2028,Gregory Maguire
2029,Ian McEwan
2030,Sue Grafton
2031,Patricia Cornwell
2032,Patricia MacLachlan
2033,يوسف زيدان
2034,Christopher Moore
2035,David Sedaris
2035,Ian Falconer
2036,Brené Brown
2037,Ann Patchett
2038,Melissa de la Cruz
2039,Robert McCloskey
2040,Colleen Hoover
2041,Stephen King
2042,Eben Alexander
2043,Terry Pratchett
2044,A.J. Jacobs
2045,Frank Herbert
2046,Emily Giffin
2047,Jean M. Auel
2048,Harlan Coben
2049,Beverly Cleary
2050,L.J. Smith
2051,Katherine Dunn
2052,Dudley Fitts
2052,Elena Bono
2052,Robert Fitzgerald
2052,Sophocles
2053,Robert Penn Warren
2054,Ann Brashares
2055,Harlan Coben
2056,Robert Jordan
2057,John Grisham
2058,Fredrik Backman
2058,Henning Koch
2059,Vince Flynn
2060,Brené Brown
2061,Hannah Kent
2062,Sarah Waters
2063,Peter Mayle
2064,Bagram Ibatoulline
2064,Kate DiCamillo
2065,Jojo Moyes
2066,Martin Cruz Smith
2067,Tara Conklin
2068,Karen Hesse
2069,Meg Cabot
2070,Jeff Kinney
2071,Elizabeth Wein
2072,Ellen Hopkins
2073,Sidney Sheldon
2074,Patricia Cornwell
2075,Meg Cabot
2076,Anonymous
2076,N.K. Sandars
2077,Anna Godbersen
2078,Beatrix Potter
2079,Philip Roth
2080,Elizabeth Gilbert
2081,Jim Butcher
2082,Anonymous
2083,Gena Showalter
2084,Neal Stephenson
2085,Barbara Kingsolver
2086,Terry Pratchett
2087,Elizabeth Berg
2088,Jeannette Walls
2089,John Irving
2090,Laurell K. Hamilton
2091,Nora Roberts
2092,Ellen Hopkins
2093,Laura       Martin
2093,Mike Perkins
2093,Roberto Aguirre-Sacasa
2093,Stephen King
2094,Janet Evanovich
2094,Lorelei King
2095,Dr. Seuss
2096,Bill Martin Jr.
2096,Eric Carle
2097,Hermann Hesse
2098,Kurt Vonnegut Jr.
2099,Tomo Kimura
2099,Yoshiki Nakamura
2100,Frank Miller
2101,J.K. Rowling
2101,Mary GrandPré
2102,Paolo Bacigalupi
2103,Oscar Wilde
2103,Richard Allen Cave
2104,Stephanie Perkins
2105,Ilona Andrews
2106,Jodi Ellen Malpas
2107,Irène Némirovsky
2107,Sandra Smith
2108,Arnold J. Pomerans
2108,Mark Roskill
2108,Ronald de Leeuw
2108,Vincent van Gogh
2109,Terry Pratchett
2110,Bryan Lee O'Malley
2111,Dave McKean
2111,Grant Morrison
2112,Jenny Han
2113,David Baldacci
2114,Hillary Jordan
2115,Mark Bowden
2116,V.E. Schwab
2116,Victoria Schwab
2117,David Grann
2118,Brandon Sanderson
2119,Trudi Canavan
2120,Michael Scott
2121,Lee Child
2122,Patricia McCormick
2123,Quentin Blake
2123,Roald Dahl
2124,Jane Smiley
2125,Lloyd Alexander
2126,Patricia Briggs
2127,Ian Falconer
2128,Kent Haruf
2129,Daniel Clowes
2130,Amanda Hocking
2131,George Reavy
2131,Ivan Turgenev
2131,Jane Costlow
2132,Eliyahu M. Goldratt
2132,Jeff Cox
2133,Geraldine Brooks
2134,Claudia Gray
2135,Lee Child
2136,Karen Joy Fowler
2137,Ian McEwan
2138,Janet Evanovich
2139,Ashlee Vance
2140,James S.A. Corey
2141,Rebecca Donovan
2142,Bernard Knox
2142,Homer
2142,Robert Fagles
2143,Alex Ross
2143,Elliot S. Maggin
2143,Mark Waid
2144,Henri Charrière
2145,Sarah Waters
2146,Brandon Dorman
2146,Chris Colfer
2147,David Ebershoff
2148,Walter Dean Myers
2149,George R.R. Martin
2150,Patricia Cornwell
2151,Brian K. Vaughan
2151,Fiona Staples
2152,Sara Shepard
2153,Jessica Sorensen
2154,Kevin Hearne
2155,Stephen King
2156,Kim Stanley Robinson
2157,Charlotte Perkins Gilman
2157,Elaine Hedges
2158,Alfred MacAdam
2158,H.G. Wells
2159,Nora Roberts
2160,Brent Weeks
2161,Morgan Matson
2162,Steve Martin
2163,Arlene Eisenberg
2163,Heidi Murkoff
2163,Sandee Hathaway
2164,John Flanagan
2165,Marian Keyes
2166,Blake  Masters
2166,Peter Thiel
2167,Sarah J. Maas
2168,Charles Dickens
2168,Katharine Kroeber Wiley
2169,Gillian Flynn
2170,Neil Gaiman
2171,Amish Tripathi
2172,Kurt Vonnegut Jr.
2173,Jim Gaffigan
2174,David McCullough
2175,Ron Chernow
2176,Dr. Seuss
2176,Various
2177,Nikolai Gogol
2177,Robert A. Maguire
2178,Elle Kennedy
2179,Kiera Cass
2180,David Baldacci
2181,Arlene Mosel
2181,Blair Lent
2182,L.J. Smith
2183,Tina Reber
2184,James Patterson
2185,Penelope Douglas
2186,Alison Weir
2187,Clarence Brown
2187,Yevgeny Zamyatin
2188,Barbara Kingsolver
2189,John Scalzi
2190,Alan Paton
2191,Alan Lee
2191,Brian Froud
2192,Gregory Maguire
2193,Nick Hornby
2194,Cassandra Clare
2195,Cornelia Funke
2196,Isaac Asimov
2197,Thomas Hardy
2198,David Eddings
2199,Shirley Jackson
2200,Margaret Peterson Haddix
2201,Aprilynne Pike
2202,Cecily von Ziegesar
2203,Frederick Forsyth
2204,Elizabeth Strout
2205,Yuval Noah Harari
2206,Amber Mazzola
2206,Amy Meyer
2206,Brad Wollack
2206,Chelsea Handler
2206,Dave Mallow
2206,Eva Magdalenski
2206,Glen Handler
2206,Heather McDonald
2206,Johnny Kansas
2206,Josh Wolf
2206,Roy Handler
2206,Sarah Colonna
2206,Shoshanna Handler
2206,Stephanie Stehling
2207,Tana French
2208,M. Leighton
2209,William Shakespeare
2210,Ursula K. Le Guin
2211,Henning Mankell
2211,Steven T. Murray
2212,John Grisham
2213,Dean Koontz
2214,Anthony Heald
2214,James Patterson
2214,Keith David
2215,Judy Blume
2216,Shari Lapena
2217,Cynthia Hand
2218,Ann Leckie
2219,Terry Goodkind
2220,James C. Collins
2220,Jerry I. Porras
2221,Allen Eskens
2222,Eric Wilson
2223,Jack Higgins
2224,Laurell K. Hamilton
2225,David Wong
2226,Ann Druyan
2226,Carl Sagan
2227,Lucy Christopher
2228,Stanisław Lem
2229,Elizabeth Wurtzel
2230,Lloyd Alexander
2231,Daniel J. Levitin
2232,Mitch Albom
2233,Augusten Burroughs
2234,Anna Quindlen
2235,Agatha Christie
2236,Anonymous
2237,J.R. Ward
2238,Julia Quinn
2239,Margaret Weis
2239,Tracy Hickman
2240,Lorraine Hansberry
2241,Richard K. Morgan
2242,Tom Clancy
2243,A.J. Banner
2244,Brian K. Vaughan
2244,Fiona Staples
2245,Lee Child
2246,Michael   Lewis
2247,Jean-Dominique Bauby
2247,Jeremy Leggatt
2248,Bill O'Reilly
2248,Martin Dugard
2249,John Grisham
2250,Bill Bryson
2251,Chevy Stevens
2252,Frank McCourt
2253,Charles C. Mann
2254,Marissa Meyer
2255,Kay Redfield Jamison
2256,Sarah  Young
2257,Edward Albee
2258,Andrzej Sapkowski
2259,Umberto Eco
2259,William Weaver
2260,Don Freeman
2261,James Patterson
2261,Maxine Paetro
2262,Jacqueline Carey
2263,Eric Metaxas
2264,Janet Evanovich
2265,Michael  Grant
2266,A.W. Tozer
2267,Julie Kagawa
2268,Jacqueline Winspear
2269,Raymond E. Feist
2270,Ann Brashares
2271,Terry Pratchett
2272,Reg Keeland
2272,Stieg Larsson
2273,Dot Hutchison
2274,Tom Robbins
2275,Jeaniene Frost
2276,R.K. Lilley
2277,James Patterson
2278,Meg Cabot
2279,Bill Bryson
2280,David Levithan
2281,Wally Lamb
2282,James Patterson
2283,Alexandra Adornetto
2284,Kiran Desai
2285,Raymond E. Feist
2286,Burton Pike
2286,Johann Wolfgang von Goethe
2287,Jeaniene Frost
2288,Alexandra Fuller
2289,Robin McKinley
2290,Jonathan Safran Foer
2291,Angie Sage
2291,Mark Zug
2292,Saud Alsanousi
2292,سعود السنعوسي
2293,Rae Carson
2294,Ann Aguirre
2295,Dava Sobel
2295,Neil Armstrong
2296,Patricia Cornwell
2297,Johann Wolfgang von Goethe
2297,Peter Salm
2298,James W. Loewen
2299,Robin Hobb
2300,Gabriel Rodríguez
2300,Joe Hill
2301,Patrick Ness
2302,Alexandra Ripley
2303,Laurell K. Hamilton
2304,F. Scott Fitzgerald
2305,Blaine Harden
2306,Kim Harrison
2307,Curtis Sittenfeld
2308,Sarah Thornton
2309,Alan Lee
2309,Christopher Tolkien
2309,J.R.R. Tolkien
2310,Dave Ramsey
2311,Florence Atwater
2311,Richard Atwater
2311,Robert Lawson
2312,Orson Scott Card
2313,Lev Grossman
2314,William Faulkner
2315,E.B. White
2315,Fred Marcellino
2316,George Saunders
2317,Sherrilyn Kenyon
2318,Thomas J. Stanley
2318,William D. Danko
2319,Ally Carter
2320,Bob Dylan
2321,Bill Bryson
2322,Lisa See
2323,Sidney Sheldon
2324,Garth Williams
2324,Laura Ingalls Wilder
2325,Iain M. Banks
2326,Garth Williams
2326,George Selden
2327,Patrick Lencioni
2328,Allen Ginsberg
2328,Oliver  Harris
2328,William S. Burroughs
2329,Bruce Patton
2329,Roger Fisher
2329,William Ury
2330,R.K. Lilley
2331,Colleen Hoover
2332,Kerry Lonsdale
2333,Samantha Towle
2334,Madeline Miller
2335,Amy Schumer
2336,Juan Mascaró
2336,Krishna-Dwaipayana Vyasa
2336,Simon Brodbeck
2337,Art Spiegelman
2337,Paul Auster
2338,Pam Muñoz Ryan
2339,J.D. Salinger
2340,Candace Bushnell
2341,Laurell K. Hamilton
2342,Friedrich Nietzsche
2342,Michael Tanner
2342,R.J. Hollingdale
2343,Christopher Paul Curtis
2344,Charles Bukowski
2345,Julie Kagawa
2346,Dave Cullen
2347,Anne Rice
2348,Laila Ibrahim
2349,Kevin Maurer
2349,Mark Owen
2350,Laura Moriarty
2351,Patricia Cornwell
2352,Richard Bachman
2352,Stephen King
2353,Dick Giordano
2353,George Pratt
2353,Harlan Ellison
2353,Kelley Jones
2353,Malcolm Jones III
2353,Matt Wagner
2353,Mike Dringenberg
2353,Neil Gaiman
2353,P. Craig Russell
2353,Todd Klein
2354,Andrew Gross
2354,James Patterson
2355,George Eliot
2356,Jennifer L. Armentrout
2357,Michael Pollan
2358,Kami Garcia
2358,Margaret Stohl
2359,Kate Morton
2360,Clare Mackintosh
2361,Robert Louis Stevenson
2362,H.G. Bissinger
2363,David Sheff
2364,Abbi Glines
2365,Edgar Allan Poe
2366,David Raeburn
2366,Denis Feeney
2366,Ovid
2367,Julia Alvarez
2368,Robert Morgan
2369,Jennifer L. Armentrout
2370,Bo Hampton
2370,Tracey Hampton
2370,Washington Irving
2371,Jen Lancaster
2372,Nora Roberts
2373,Karin Slaughter
2374,Wallace Stegner
2375,John le Carré
2376,Brian Jacques
2377,Veronica Rossi
2378,Elin Hilderbrand
2379,James Frey
2380,Tennessee Williams
2381,James Patterson
2382,Robin Hobb
2383,David Baldacci
2384,Michael Connelly
2385,Tad Williams
2386,Marjane Satrapi
2387,Jan Karon
2388,Tony Hsieh
2389,Anthony Horowitz
2390,Erika Johansen
2391,Gordon Korman
2392,Holly Black
2393,Lee Child
2394,L.J. Smith
2395,Colleen Hoover
2395,Tarryn Fisher
2396,Elizabeth Haynes
2397,Julian Symons
2397,Richard Lancelyn Green
2397,Ronald Knox
2397,Various
2398,James Patterson
2399,Terry Goodkind
2400,James Rollins
2401,Harlan Coben
2402,Sara Shepard
2403,E.M. Forster
2403,Oliver Stallybrass
2403,Pankaj Mishra
2404,Rachel Hartman
2405,Nora Roberts
2406,Jean M. Auel
2407,Jim Butcher
2408,Erich Segal
2409,Kevin Henkes
2410,Wendy Higgins
2411,Herman Wouk
2412,Jae Lee
2412,Stephen King
2413,Bernard Cornwell
2414,Michael E. Gerber
2415,Alan Daniel
2415,Deborah Howe
2415,James Howe
2416,R.A. Salvatore
2417,Amanda Hocking
2418,Jussi Adler-Olsen
2418,Lisa Hartford
2419,Gabriel García Márquez
2420,Rick Riordan
2421,Oliver Sacks
2422,Stephen King
2423,Christopher Moore
2424,John Connolly
2425,Bill Clinton
2426,Frank Miller
2426,Lynn Varley
2427,Linda Sue Park
2428,Ally Carter
2429,Lee Child
2430,Charlaine Harris
2431,Don Bartlett
2431,Jo Nesbø
2432,Nora Roberts
2433,Jodi Picoult
2434,Kenichiro Yagi
2434,Nobuhiro Watsuki
2435,Miranda Kenneally
2436,Joe Simpson
2437,Colleen Hoover
2438,Simms Taback
2439,Dan Millman
2440,Salman Rushdie
2441,Barbara Demick
2442,Jack Welch
2442,Suzy Welch
2443,Gail McHugh
2444,Jonah Lehrer
2445,Laurie R. King
2446,Jean de Brunhoff
2446,Merle S. Haas
2447,Michael Scott
2448,Jim Butcher
2449,Tom Rachman
2450,Katja Millay
2451,Anjali Singh
2451,Marjane Satrapi
2452,Terry Pratchett
2453,Raymond E. Feist
2454,Jenny Downham
2455,Elizabeth Gilbert
2456,Sarah Dessen
2457,Veronica Roth
2458,Terry Goodkind
2459,Julia Child
2459,Louisette Bertholle
2459,Simone Beck
2460,John Werry
2460,Kazue Kato
2461,Terry Goodkind
2462,Mohsin Hamid
2463,Jennifer A. Nielsen
2464,John Updike
2465,Daniel Todd Gilbert
2466,T.S. Eliot
2467,Else Holmelund Minarik
2467,Maurice Sendak
2468,Edgar Allan Poe
2469,Terry Pratchett
2470,Terry Pratchett
2471,Naomi Novik
2472,Holly Black
2472,Tony DiTerlizzi
2473,David Platt
2474,Joost Elffers
2474,Robert Greene
2475,Jean Craighead George
2476,Rosalyn Landor
2476,Susanna Kearsley
2477,Peter Lerangis
2478,Robin Cook
2479,Darren Aronofsky
2479,Hubert Selby Jr.
2479,Richard Price
2480,Erin Hunter
2481,Dee Brown
2482,Anthea Bell
2482,Władysław Szpilman
2483,Maya Banks
2484,I.N.J. Culbard
2484,Ian Edginton
2484,Oscar Wilde
2485,Robert McCammon
2486,Kazuo Ishiguro
2487,China Miéville
2488,Carrie Jones
2489,Terry Pratchett
2490,Geoffrey Crayon
2490,Washington Irving
2490,William L. Hedges
2491,Frank Herbert
2492,David Wilkerson
2492,Elizabeth Sherrill
2492,John Sherrill
2493,Jim Butcher
2494,Chuck Palahniuk
2495,Cynthia Lord
2496,Karen Russell
2497,Michael Connelly
2498,Mark Kurlansky
2499,A.S. Byatt
2499,Charlotte Brontë
2499,Ignes Sodre
2499,Μαρία Λαϊνά
2500,Neal Stephenson
2501,Terry Pratchett
2502,Janet Evanovich
2503,Richard Dawkins
2504,Frank Miller
2505,Og Mandino
2506,Ian Fleming
2507,Paullina Simons
2508,Toni Morrison
2509,A.G. Riddle
2510,Philippa Gregory
2511,Julie James
2512,Dr. Seuss
2513,Peter Straub
2513,Stephen King
2514,Andy Kubert
2514,Neil Gaiman
2514,Peter Sanderson
2514,Richard Isanove
2515,Vince Flynn
2516,Peter Heller
2517,John le Carré
2518,Jim Butcher
2519,James Patterson
2520,Haruki Murakami
2520,村上 春樹
2521,Alan R. Clarke
2521,Paulo Coelho
2522,Lee Child
2523,Sheila Burnford
2524,Geraldine Brooks
2525,Dick Hill
2525,Lee Child
2526,Frank Quitely
2526,Grant Morrison
2527,George R.R. Martin
2528,Nora Roberts
2529,Alyson Noel
2530,Fiona Barton
2531,Patrick Carman
2532,Kiera Cass
2533,Marie Rutkoski
2534,Sapphire
2535,Ann Goldstein
2535,Elena Ferrante
2536,Arthur C. Clarke
2537,Atsushi Ohkubo
2538,William Kent Krueger
2539,David Baldacci
2540,Gene Luen Yang
2541,Eugene Bradley Coco
2541,Ron Dias
2541,Walt Disney Company
2542,K.A. Tucker
2543,David Mitchell
2544,Christopher Marlowe
2545,Sherrilyn Kenyon
2546,Candace Bushnell
2547,James Patterson
2548,Anthony Robbins
2548,Frederick L. Covan
2548,Tony Robbins
2549,Laurell K. Hamilton
2550,Laurell K. Hamilton
2551,Diane Chamberlain
2552,Kurt Vonnegut Jr.
2553,Arthur Conan Doyle
2554,Terry Pratchett
2555,Octavia E. Butler
2556,Garth Williams
2556,Laura Ingalls Wilder
2557,Henry Cloud
2557,John Townsend
2558,Maggie Stiefvater
2559,Luca Marinelli
2559,Philip Roth
2560,John C. Maxwell
2560,Zig Ziglar
2561,Margaret Atwood
2562,J. Sterling
2563,Patrick Ness
2564,Orson Scott Card
2565,Brian Selznick
2566,Sarah Ban Breathnach
2567,Moira Young
2568,James Patterson
2568,Maxine Paetro
2569,Edgar Rice Burroughs
2569,John Seelye
2570,Margaret Atwood
2571,Garth Williams
2571,Laura Ingalls Wilder
2572,Victoria Finlay
2573,John Grisham
2574,Michael Connelly
2575,Kristin Hannah
2576,Christina Lauren
2577,Libba Bray
2578,Ernest J. Gaines
2579,David Sedaris
2580,Nicholas Sparks
2581,Sophie Kinsella
2582,Gene Zion
2582,Margaret Bloy Graham
2583,Jennifer Weiner
2584,George Orwell
2585,Hiro Fujiwara
2586,Nick Bantock
2587,Leigh Bardugo
2588,أحمد خالد توفيق
2589,Jennifer Weiner
2590,Cheryl Strayed
2591,Karen Marie Moning
2592,Ann Rule
2593,Claudia Gray
2594,Michael Crichton
2595,Sidney Sheldon
2596,Michael Connelly
2597,Joel Schick
2597,Louis Sachar
2598,Arthur Morey
2598,Julie Orringer
2599,Pittacus Lore
2600,Keith Wilson
2600,Thomas Hardy
2601,John Steinbeck
2602,Jo Nesbø
2603,Alice Hoffman
2604,Anne Rice
2604,Tim Curry
2605,Laurell K. Hamilton
2606,Peter V. Brett
2607,John Grisham
2608,Tamora Pierce
2609,Ben Aaronovitch
2610,Marian Keyes
2611,Terry Pratchett
2612,Vikram Seth
2613,Chimamanda Ngozi Adichie
2614,Patricia Briggs
2615,Amy Sedaris
2616,William Gibson
2617,Peter  Swanson
2618,Patricia Schultz
2619,Angie Sage
2619,Mark Zug
2620,Quentin Blake
2620,Roald Dahl
2621,Anne Lamott
2622,Vince Flynn
2623,Tamora Pierce
2624,Isaac Asimov
2625,Max Lucado
2626,Renee Ahdieh
2627,Nicholas D. Kristof
2627,Sheryl WuDunn
2628,Daniel Handler
2628,Maira Kalman
2629,Sarah J. Maas
2630,Curtis Sittenfeld
2631,Jim Butcher
2632,Mary Doria Russell
2633,Jodi Picoult
2634,Charlie N. Holmberg
2635,Steve Harvey
2636,Candice Millard
2637,Jonathan Lethem
2637,Shirley Jackson
2638,Emerson Eggerichs
2639,Michael Connelly
2640,Timothy Zahn
2641,Lee Child
2642,Gail Carson Levine
2643,Jerry W. Ward Jr.
2643,Richard Wright
2644,Lalita Tademy
2645,Terry Goodkind
2646,Isaac Asimov
2647,James D. Bradley
2647,Ron Powers
2648,A.A. Milne
2648,Ernest H. Shepard
2649,Mahatma Gandhi
2650,Lance Armstrong
2650,Sally Jenkins
2651,Stephen E. Ambrose
2652,Helen Macdonald
2653,David Nicholls
2654,R.A. Salvatore
2655,Christopher Yost
2655,Frank D'Armata
2655,Orson Scott Card
2655,Pasqual Ferry
2656,Karuho Shiina
2656,Tomo Kimura
2657,Dean Koontz
2658,Terry Pratchett
2659,C.J. Roberts
2660,James Allen
2661,Mary Roach
2662,Rachel Caine
2663,Nina George
2663,Simon Pare
2664,Ian McEwan
2665,Abbi Glines
2666,Tom Clancy
2667,Ann Voskamp
2668,Robert Bloch
2669,Robin Hobb
2670,Alistair MacLean
2670,Clint Willis
2671,Maeve Binchy
2672,Rupi Kaur
2673,Tom Clancy
2674,Neil Gaiman
2675,Rosamund Lupton
2676,Ken Liu
2676,Liu Cixin
2677,Terry Pratchett
2678,Andrew Robinson
2678,Dave Johnson
2678,Kilian Plunkett
2678,Mark Millar
2678,Walden Wong
2679,Julia Glass
2680,Benjamin Franklin
2680,Lewis Leary
2681,Timothy J. Keller
2682,Mark  Lawrence
2683,Jeffrey Archer
2684,Meg Cabot
2685,Sara Shepard
2686,Renée Mauborgne
2686,W. Chan Kim
2687,James Patterson
2688,Sarah Addison Allen
2689,Audrey Wood
2689,Don    Wood
2690,Matthew FitzSimmons
2691,Christopher Moore
2692,Jamie McGuire
2693,Vernor Vinge
2694,Eckhart Tolle
2695,Caroline B. Cooney
2696,Robert Lopshire
2697,Sophie Jordan
2698,Italo Calvino
2698,William Weaver
2699,Jessica Park
2700,Richard Flanagan
2701,A.N. Roquelaure
2701,Anne Rice
2702,Jennifer Worth
2703,Hunter S. Thompson
2704,Jennifer Weiner
2705,L.J. Smith
2706,Susan Elizabeth Phillips
2707,Michael   Lewis
2708,Jennifer Weiner
2709,Roger Gard
2709,Stendhal
2710,Philippa Gregory
2711,Catherine Fisher
2712,C.C. Hunter
2713,Bev Vincent
2714,Josephine Angelini
2715,Alyson Noel
2716,N.H. Kleinbaum
2717,Emily Bleeker
2718,Terry Pratchett
2719,John Flanagan
2720,Paramahansa Yogananda
2721,Kevin Hearne
2722,Alvin Schwartz
2722,Stephen Gammell
2723,Harlan Coben
2724,John Hersey
2725,Jennifer Brown
2726,Kasie West
2727,Karen Armstrong
2728,James S.A. Corey
2729,Cristina García
2729,Pablo Neruda
2729,W.S. Merwin
2730,Tom Clancy
2731,David Shannon
2732,Paul Turner
2732,Thomas More
2733,Gilbert Ford
2733,Pseudonymous Bosch
2734,Danielle  Paige
2735,Dean Koontz
2736,Aimee Bender
2737,James Patterson
2738,Dai Sijie
2738,Ina Rilke
2739,Roxane Gay
2740,V.C. Andrews
2741,Quentin Blake
2741,Roald Dahl
2742,Amy Chua
2743,Noelle Stevenson
2744,Giada De Laurentiis
2745,Patricia Cornwell
2746,James Patterson
2747,Jeanette Winterson
2748,R.K. Lilley
2749,Ravinder Singh
2750,Alexandra Boiger
2750,Betty MacDonald
2751,Michael Connelly
2752,Dan   Harris
2753,Ina Garten
2753,Quentin Bacon
2754,Michael Connelly
2755,Isaac Asimov
2756,Peter Lerangis
2757,Sena Jeter Naslund
2758,Anthony Gerard
2758,CLAMP
2759,Darren Shan
2760,Alan Moore
2760,Kevin O'Neill
2761,M.T. Anderson
2762,Nalini Singh
2763,Euripides
2763,Rex Warner
2764,Cinda Williams Chima
2765,Hannah Hurnard
2766,Charles Burns
2767,Brian K. Vaughan
2767,Fiona Staples
2768,Lee Child
2769,Therese Anne Fowler
2770,Kurt Vonnegut Jr.
2771,Catherine Ryan Hyde
2772,Martha Hall Kelly
2773,James Patterson
2773,Maxine Paetro
2774,Lee Child
2775,Anthony Marra
2776,Abbi Glines
2777,Will Schwalbe
2778,Lauren Barnholdt
2779,Raine Miller
2780,John Flanagan
2781,C.S. Lewis
2782,Darick Robertston
2782,Garth Ennis
2782,Warren Ellis
2783,Tamora Pierce
2784,George W. Bush
2785,Gabrielle Charbonnet
2785,James Patterson
2786,Jean Craighead George
2786,John Schoenherr
2787,Judy Blume
2788,David McCullough
2789,Robert Ludlum
2790,Jon Meacham
2791,David Baldacci
2792,Brandon Sanderson
2793,Helen Fielding
2794,C.S. Lewis
2795,Mia Sheridan
2796,Alyson Richman
2797,Alastair McEwen
2797,Girolamo De Michele
2797,Umberto Eco
2798,Robert Graves
2799,Joelle Charbonneau
2800,Janet Evanovich
2801,Kirsty Moseley
2802,Tamora Pierce
2803,Darynda Jones
2804,Amanda Lindhout
2804,Sara Corbett
2805,Vera Brosgol
2806,Bret Easton Ellis
2807,Kim Harrison
2808,R.A. Salvatore
2809,Jean Rhys
2810,John Fowles
2811,David Eddings
2812,Louise Rennison
2813,Caroline Kepnes
2814,Laini Taylor
2815,John Grisham
2816,Colleen Houck
2817,Frank Herbert
2818,Jacqueline Woodson
2819,Mira Grant
2820,Gwyn Hyman Rubio
2821,L.M. Montgomery
2822,Steve Berry
2823,Sue Grafton
2824,Katherine Howe
2825,Steven Erikson
2826,Kylie Scott
2827,Jeffrey Archer
2828,Joe Abercrombie
2829,Emma Healey
2830,Vince Flynn
2831,Isabel Wilkerson
2832,Claire North
2833,Carlos Ruiz Zafón
2834,Barbara W. Tuchman
